trial,status,validation_avg_rmse,validation_avg_r2,runtime_minutes,params,reason
22,success,0.1470019017836478,-0.12259151702108258,0.02,"{""colsample_bytree"": 0.604336, ""max_depth"": 23, ""min_child_samples"": 44, ""n_estimators"": 1674, ""random_state"": 233, ""strategy"": ""shared"", ""subsample"": 0.555776}",
23,success,0.14069513390400595,-0.09862025294403275,0.02,"{""colsample_bytree"": 0.833374, ""max_depth"": 26, ""min_child_samples"": 34, ""n_estimators"": 1578, ""random_state"": 260, ""strategy"": ""shared"", ""subsample"": 0.985944}",
24,success,0.13993355181758257,-0.09574574080140362,0.03,"{""colsample_bytree"": 0.655364, ""max_depth"": 23, ""min_child_samples"": 39, ""n_estimators"": 1882, ""random_state"": 102, ""strategy"": ""shared"", ""subsample"": 0.920835}",
25,success,0.13823440404996962,-0.07748922626410054,0.01,"{""colsample_bytree"": 0.845039, ""max_depth"": 27, ""min_child_samples"": 21, ""n_estimators"": 865, ""random_state"": 272, ""strategy"": ""shared"", ""subsample"": 0.76969}",
26,success,0.14691915984987333,-0.12262194358559679,0.04,"{""colsample_bytree"": 0.950369, ""max_depth"": 13, ""min_child_samples"": 63, ""n_estimators"": 1326, ""random_state"": 450, ""strategy"": ""separate"", ""subsample"": 0.509738}",
27,success,0.13562970859009862,-0.07825820841629938,0.02,"{""colsample_bytree"": 0.962865, ""max_depth"": 4, ""min_child_samples"": 31, ""n_estimators"": 590, ""random_state"": 44, ""strategy"": ""separate"", ""subsample"": 0.939005}",
28,success,0.1470450710647932,-0.1223664398600363,0.06,"{""colsample_bytree"": 0.388032, ""max_depth"": 5, ""min_child_samples"": 98, ""n_estimators"": 1771, ""random_state"": 338, ""strategy"": ""separate"", ""subsample"": 0.766353}",
29,success,0.140010894476726,-0.09635141244341329,0.02,"{""colsample_bytree"": 0.724616, ""max_depth"": 8, ""min_child_samples"": 34, ""n_estimators"": 1225, ""random_state"": 494, ""strategy"": ""shared"", ""subsample"": 0.763837}",
30,success,0.14701412337967126,-0.12230422914050698,0.04,"{""colsample_bytree"": 0.799064, ""max_depth"": 27, ""min_child_samples"": 94, ""n_estimators"": 1204, ""random_state"": 205, ""strategy"": ""separate"", ""subsample"": 0.844934}",
31,success,0.14690536899892748,-0.12139014998820612,0.01,"{""colsample_bytree"": 0.457288, ""max_depth"": 19, ""min_child_samples"": 58, ""n_estimators"": 997, ""random_state"": 174, ""strategy"": ""shared"", ""subsample"": 0.560502}",
