trial,status,validation_avg_rmse,validation_avg_r2,runtime_minutes,params,reason
11,success,0.13763748213681376,-0.07409815691904054,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.773375, ""early_stopping_rounds"": 122, ""learning_rate"": 0.05772, ""max_depth"": 4, ""min_child_samples"": 102, ""n_estimators"": 1438, ""num_leaves"": 31, ""random_state"": 449, ""reg_alpha"": 0.790789, ""reg_lambda"": 0.016227, ""strategy"": ""shared"", ""subsample"": 0.785044}",
12,success,0.1385515044463009,-0.07124668124692718,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.73821, ""early_stopping_rounds"": 129, ""learning_rate"": 0.073884, ""max_depth"": 4, ""min_child_samples"": 84, ""n_estimators"": 4658, ""num_leaves"": 27, ""random_state"": 473, ""reg_alpha"": 3.812554, ""reg_lambda"": 2.696895, ""strategy"": ""shared"", ""subsample"": 0.852243}",
13,success,0.13833022288364863,-0.06591548425209681,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.919502, ""early_stopping_rounds"": 92, ""learning_rate"": 0.011363, ""max_depth"": 4, ""min_child_samples"": 50, ""n_estimators"": 4502, ""num_leaves"": 16, ""random_state"": 418, ""reg_alpha"": 4.734747, ""reg_lambda"": 0.428267, ""strategy"": ""shared"", ""subsample"": 0.714481}",
14,success,0.13918715235633458,-0.08469017099098931,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.805784, ""early_stopping_rounds"": 123, ""learning_rate"": 0.056183, ""max_depth"": 3, ""min_child_samples"": 87, ""n_estimators"": 1551, ""num_leaves"": 15, ""random_state"": 354, ""reg_alpha"": 1.058991, ""reg_lambda"": 2.69648, ""strategy"": ""shared"", ""subsample"": 0.918108}",
15,success,0.13825906184366862,-0.07194401816519114,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.761976, ""early_stopping_rounds"": 100, ""learning_rate"": 0.07966, ""max_depth"": 4, ""min_child_samples"": 86, ""n_estimators"": 3768, ""num_leaves"": 21, ""random_state"": 118, ""reg_alpha"": 0.320129, ""reg_lambda"": 0.105171, ""strategy"": ""shared"", ""subsample"": 0.812872}",
16,success,0.13962263925306923,-0.058095520672009904,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.914909, ""early_stopping_rounds"": 115, ""learning_rate"": 0.059549, ""max_depth"": 2, ""min_child_samples"": 28, ""n_estimators"": 1081, ""num_leaves"": 14, ""random_state"": 249, ""reg_alpha"": 0.354287, ""reg_lambda"": 1.190023, ""strategy"": ""shared"", ""subsample"": 0.926355}",
17,success,0.13794387575751502,-0.05708673331289654,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.864746, ""early_stopping_rounds"": 140, ""learning_rate"": 0.02701, ""max_depth"": 5, ""min_child_samples"": 44, ""n_estimators"": 4372, ""num_leaves"": 20, ""random_state"": 374, ""reg_alpha"": 1.771488, ""reg_lambda"": 2.055511, ""strategy"": ""shared"", ""subsample"": 0.723581}",
18,success,0.13837350040282267,-0.06885096064524487,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.834071, ""early_stopping_rounds"": 89, ""learning_rate"": 0.038183, ""max_depth"": 4, ""min_child_samples"": 51, ""n_estimators"": 996, ""num_leaves"": 10, ""random_state"": 128, ""reg_alpha"": 0.700911, ""reg_lambda"": 0.91744, ""strategy"": ""shared"", ""subsample"": 0.747898}",
19,success,0.1389100128009598,-0.08301501647071485,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.741578, ""early_stopping_rounds"": 81, ""learning_rate"": 0.013541, ""max_depth"": 2, ""min_child_samples"": 116, ""n_estimators"": 1302, ""num_leaves"": 9, ""random_state"": 463, ""reg_alpha"": 2.428206, ""reg_lambda"": 1.068736, ""strategy"": ""shared"", ""subsample"": 0.912174}",
20,success,0.13797318826066404,-0.07601251312093786,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.771312, ""early_stopping_rounds"": 130, ""learning_rate"": 0.010151, ""max_depth"": 5, ""min_child_samples"": 120, ""n_estimators"": 3604, ""num_leaves"": 15, ""random_state"": 285, ""reg_alpha"": 3.482958, ""reg_lambda"": 3.652527, ""strategy"": ""shared"", ""subsample"": 0.896282}",
21,success,0.1386713300997569,-0.07945010699628989,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.886994, ""early_stopping_rounds"": 94, ""learning_rate"": 0.03077, ""max_depth"": 2, ""min_child_samples"": 114, ""n_estimators"": 2055, ""num_leaves"": 25, ""random_state"": 471, ""reg_alpha"": 0.285826, ""reg_lambda"": 2.920888, ""strategy"": ""shared"", ""subsample"": 0.835549}",
22,success,0.1386129070557466,-0.07974684572586815,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.915455, ""early_stopping_rounds"": 102, ""learning_rate"": 0.015608, ""max_depth"": 3, ""min_child_samples"": 96, ""n_estimators"": 4660, ""num_leaves"": 9, ""random_state"": 127, ""reg_alpha"": 2.018878, ""reg_lambda"": 4.707981, ""strategy"": ""shared"", ""subsample"": 0.71699}",
23,success,0.13847365745762025,-0.05799348734986948,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.778546, ""early_stopping_rounds"": 112, ""learning_rate"": 0.056016, ""max_depth"": 4, ""min_child_samples"": 46, ""n_estimators"": 3934, ""num_leaves"": 15, ""random_state"": 154, ""reg_alpha"": 1.328073, ""reg_lambda"": 0.654391, ""strategy"": ""shared"", ""subsample"": 0.867431}",
24,success,0.13985626942552346,-0.085119733243698,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.7663, ""early_stopping_rounds"": 142, ""learning_rate"": 0.010652, ""max_depth"": 2, ""min_child_samples"": 88, ""n_estimators"": 1094, ""num_leaves"": 9, ""random_state"": 126, ""reg_alpha"": 4.666297, ""reg_lambda"": 4.404321, ""strategy"": ""shared"", ""subsample"": 0.753289}",
25,success,0.13799589593783987,-0.07742260782658661,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.866966, ""early_stopping_rounds"": 43, ""learning_rate"": 0.040673, ""max_depth"": 4, ""min_child_samples"": 103, ""n_estimators"": 1792, ""num_leaves"": 26, ""random_state"": 481, ""reg_alpha"": 2.773011, ""reg_lambda"": 4.65878, ""strategy"": ""shared"", ""subsample"": 0.832235}",
26,success,0.13898797756647163,-0.07709992186928843,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.879403, ""early_stopping_rounds"": 63, ""learning_rate"": 0.07228, ""max_depth"": 3, ""min_child_samples"": 56, ""n_estimators"": 1445, ""num_leaves"": 15, ""random_state"": 259, ""reg_alpha"": 1.017987, ""reg_lambda"": 3.17119, ""strategy"": ""shared"", ""subsample"": 0.851207}",
27,success,0.14079730563609513,-0.06824397744382764,0.02,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.89278, ""early_stopping_rounds"": 124, ""learning_rate"": 0.016461, ""max_depth"": 5, ""min_child_samples"": 25, ""n_estimators"": 916, ""num_leaves"": 15, ""random_state"": 227, ""reg_alpha"": 3.185567, ""reg_lambda"": 1.309776, ""strategy"": ""shared"", ""subsample"": 0.700886}",
28,success,0.13835895951001997,-0.06574233152646221,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.845627, ""early_stopping_rounds"": 69, ""learning_rate"": 0.015267, ""max_depth"": 3, ""min_child_samples"": 24, ""n_estimators"": 1416, ""num_leaves"": 24, ""random_state"": 187, ""reg_alpha"": 0.740469, ""reg_lambda"": 0.637228, ""strategy"": ""shared"", ""subsample"": 0.908649}",
29,success,0.1390760122408963,-0.08258585938930234,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.918678, ""early_stopping_rounds"": 148, ""learning_rate"": 0.057745, ""max_depth"": 2, ""min_child_samples"": 119, ""n_estimators"": 2220, ""num_leaves"": 18, ""random_state"": 477, ""reg_alpha"": 4.869185, ""reg_lambda"": 3.747388, ""strategy"": ""shared"", ""subsample"": 0.839971}",
30,success,0.13902873141931163,-0.07950125990746267,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.895597, ""early_stopping_rounds"": 124, ""learning_rate"": 0.071699, ""max_depth"": 2, ""min_child_samples"": 114, ""n_estimators"": 1950, ""num_leaves"": 12, ""random_state"": 416, ""reg_alpha"": 2.058566, ""reg_lambda"": 3.349536, ""strategy"": ""shared"", ""subsample"": 0.931122}",
31,success,0.1400070584976988,-0.0651399513548218,0.01,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.755608, ""early_stopping_rounds"": 69, ""learning_rate"": 0.065116, ""max_depth"": 2, ""min_child_samples"": 24, ""n_estimators"": 1804, ""num_leaves"": 19, ""random_state"": 421, ""reg_alpha"": 4.082933, ""reg_lambda"": 2.301516, ""strategy"": ""shared"", ""subsample"": 0.914648}",
