trial,status,validation_avg_rmse,validation_avg_r2,runtime_minutes,params,reason
11,success,0.13749947195765957,-0.06549502366410954,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.73607, ""early_stopping_rounds"": 20, ""learning_rate"": 0.105439, ""max_depth"": 7, ""min_child_samples"": 44, ""n_estimators"": 969, ""num_leaves"": 63, ""random_state"": 489, ""reg_alpha"": 0.8805, ""reg_lambda"": 0.474473, ""strategy"": ""shared"", ""subsample"": 0.907439}",
12,success,0.1384769683080113,-0.07298374399308609,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.661136, ""early_stopping_rounds"": 87, ""learning_rate"": 0.137768, ""max_depth"": 8, ""min_child_samples"": 74, ""n_estimators"": 2579, ""num_leaves"": 34, ""random_state"": 471, ""reg_alpha"": 2.287532, ""reg_lambda"": 1.618137, ""strategy"": ""shared"", ""subsample"": 0.843588}",
13,success,0.13736278478248326,-0.05503209230953628,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.951204, ""early_stopping_rounds"": 82, ""learning_rate"": 0.012727, ""max_depth"": 5, ""min_child_samples"": 40, ""n_estimators"": 2501, ""num_leaves"": 34, ""random_state"": 418, ""reg_alpha"": 2.840848, ""reg_lambda"": 0.25696, ""strategy"": ""shared"", ""subsample"": 0.62317}",
14,success,0.13823624028175902,-0.061446192700648085,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.842638, ""early_stopping_rounds"": 45, ""learning_rate"": 0.102365, ""max_depth"": 7, ""min_child_samples"": 43, ""n_estimators"": 1025, ""num_leaves"": 25, ""random_state"": 366, ""reg_alpha"": 2.893089, ""reg_lambda"": 2.78674, ""strategy"": ""shared"", ""subsample"": 0.81107}",
15,success,0.14062902189720758,-0.06913711725800653,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.62561, ""early_stopping_rounds"": 95, ""learning_rate"": 0.071334, ""max_depth"": 7, ""min_child_samples"": 25, ""n_estimators"": 2029, ""num_leaves"": 43, ""random_state"": 113, ""reg_alpha"": 0.063103, ""reg_lambda"": 1.661765, ""strategy"": ""shared"", ""subsample"": 0.699162}",
16,success,0.13767917277041522,-0.06377613517629967,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.711391, ""early_stopping_rounds"": 93, ""learning_rate"": 0.042052, ""max_depth"": 3, ""min_child_samples"": 19, ""n_estimators"": 741, ""num_leaves"": 36, ""random_state"": 296, ""reg_alpha"": 1.456243, ""reg_lambda"": 1.617702, ""strategy"": ""shared"", ""subsample"": 0.805662}",
17,success,0.13896905003277385,-0.06902533524165026,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.741719, ""early_stopping_rounds"": 26, ""learning_rate"": 0.12305, ""max_depth"": 4, ""min_child_samples"": 22, ""n_estimators"": 2437, ""num_leaves"": 21, ""random_state"": 345, ""reg_alpha"": 1.233307, ""reg_lambda"": 2.59151, ""strategy"": ""shared"", ""subsample"": 0.863593}",
18,success,0.13894953415962932,-0.06511191603100397,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.779445, ""early_stopping_rounds"": 51, ""learning_rate"": 0.11195, ""max_depth"": 3, ""min_child_samples"": 34, ""n_estimators"": 2149, ""num_leaves"": 30, ""random_state"": 448, ""reg_alpha"": 1.265645, ""reg_lambda"": 0.835635, ""strategy"": ""shared"", ""subsample"": 0.676084}",
19,success,0.14144018388375354,-0.0735377162390345,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.970547, ""early_stopping_rounds"": 82, ""learning_rate"": 0.023707, ""max_depth"": 8, ""min_child_samples"": 11, ""n_estimators"": 2754, ""num_leaves"": 49, ""random_state"": 247, ""reg_alpha"": 2.546087, ""reg_lambda"": 0.498933, ""strategy"": ""shared"", ""subsample"": 0.987599}",
20,success,0.1385345262761412,-0.06594855565023498,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.914052, ""early_stopping_rounds"": 91, ""learning_rate"": 0.033049, ""max_depth"": 3, ""min_child_samples"": 43, ""n_estimators"": 740, ""num_leaves"": 39, ""random_state"": 339, ""reg_alpha"": 0.855748, ""reg_lambda"": 2.089775, ""strategy"": ""shared"", ""subsample"": 0.970607}",
21,success,0.1392214876325354,-0.0855472286699435,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.725442, ""early_stopping_rounds"": 87, ""learning_rate"": 0.051539, ""max_depth"": 3, ""min_child_samples"": 79, ""n_estimators"": 1277, ""num_leaves"": 52, ""random_state"": 81, ""reg_alpha"": 0.150427, ""reg_lambda"": 1.430366, ""strategy"": ""shared"", ""subsample"": 0.624383}",
22,success,0.13811892828725722,-0.0638252131587928,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.976638, ""early_stopping_rounds"": 25, ""learning_rate"": 0.019593, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 1261, ""num_leaves"": 58, ""random_state"": 318, ""reg_alpha"": 1.709026, ""reg_lambda"": 1.736757, ""strategy"": ""shared"", ""subsample"": 0.76151}",
23,success,0.14074915654696102,-0.06235500153673144,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.725674, ""early_stopping_rounds"": 58, ""learning_rate"": 0.089132, ""max_depth"": 5, ""min_child_samples"": 36, ""n_estimators"": 2890, ""num_leaves"": 31, ""random_state"": 235, ""reg_alpha"": 0.796844, ""reg_lambda"": 0.392635, ""strategy"": ""shared"", ""subsample"": 0.86789}",
24,success,0.14090491663789861,-0.0655637638582005,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.802354, ""early_stopping_rounds"": 28, ""learning_rate"": 0.07416, ""max_depth"": 7, ""min_child_samples"": 19, ""n_estimators"": 538, ""num_leaves"": 21, ""random_state"": 451, ""reg_alpha"": 0.39737, ""reg_lambda"": 1.047027, ""strategy"": ""shared"", ""subsample"": 0.815054}",
25,success,0.13716063833662462,-0.05808219329445221,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.994893, ""early_stopping_rounds"": 90, ""learning_rate"": 0.032085, ""max_depth"": 7, ""min_child_samples"": 48, ""n_estimators"": 1667, ""num_leaves"": 60, ""random_state"": 154, ""reg_alpha"": 1.961929, ""reg_lambda"": 0.023469, ""strategy"": ""shared"", ""subsample"": 0.844671}",
26,success,0.13850510631166404,-0.08203499259252495,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.712703, ""early_stopping_rounds"": 53, ""learning_rate"": 0.02616, ""max_depth"": 3, ""min_child_samples"": 80, ""n_estimators"": 1583, ""num_leaves"": 62, ""random_state"": 259, ""reg_alpha"": 0.631889, ""reg_lambda"": 1.028641, ""strategy"": ""shared"", ""subsample"": 0.662179}",
27,success,0.14172952864433014,-0.07549440922414603,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.908448, ""early_stopping_rounds"": 76, ""learning_rate"": 0.022922, ""max_depth"": 6, ""min_child_samples"": 15, ""n_estimators"": 708, ""num_leaves"": 32, ""random_state"": 283, ""reg_alpha"": 1.91134, ""reg_lambda"": 0.785866, ""strategy"": ""shared"", ""subsample"": 0.601418}",
28,success,0.1381621356169243,-0.07150372952017138,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.747686, ""early_stopping_rounds"": 25, ""learning_rate"": 0.020534, ""max_depth"": 8, ""min_child_samples"": 79, ""n_estimators"": 958, ""num_leaves"": 24, ""random_state"": 158, ""reg_alpha"": 1.657575, ""reg_lambda"": 1.28936, ""strategy"": ""shared"", ""subsample"": 0.614411}",
29,success,0.13962074855614656,-0.06938021342965482,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.823953, ""early_stopping_rounds"": 39, ""learning_rate"": 0.039411, ""max_depth"": 4, ""min_child_samples"": 23, ""n_estimators"": 1965, ""num_leaves"": 57, ""random_state"": 474, ""reg_alpha"": 2.624138, ""reg_lambda"": 2.921511, ""strategy"": ""shared"", ""subsample"": 0.741471}",
30,success,0.1409459890612698,-0.06319858265979661,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.764685, ""early_stopping_rounds"": 51, ""learning_rate"": 0.133398, ""max_depth"": 3, ""min_child_samples"": 52, ""n_estimators"": 1225, ""num_leaves"": 26, ""random_state"": 137, ""reg_alpha"": 2.009721, ""reg_lambda"": 2.205173, ""strategy"": ""shared"", ""subsample"": 0.912955}",
31,success,0.14056419619643304,-0.07214815555984976,0.00,"{""boosting_type"": ""gbdt"", ""colsample_bytree"": 0.784121, ""early_stopping_rounds"": 49, ""learning_rate"": 0.132103, ""max_depth"": 6, ""min_child_samples"": 35, ""n_estimators"": 2066, ""num_leaves"": 29, ""random_state"": 115, ""reg_alpha"": 0.915573, ""reg_lambda"": 2.386036, ""strategy"": ""shared"", ""subsample"": 0.926635}",
