trial,status,validation_avg_rmse,validation_avg_r2,runtime_minutes,params,reason
19,success,0.12087326533963627,0.11083550951716636,0.04,"{""colsample_bytree"": 0.402392, ""max_depth"": 29, ""min_child_samples"": 1, ""min_samples_split"": 10, ""n_estimators"": 1123, ""random_state"": 260, ""strategy"": ""separate"", ""subsample"": 0.994378}",
20,success,0.12516886227888338,0.025193130256595826,0.05,"{""colsample_bytree"": 0.402502, ""max_depth"": 35, ""min_child_samples"": 9, ""min_samples_split"": 8, ""n_estimators"": 1411, ""random_state"": 277, ""strategy"": ""separate"", ""subsample"": 0.830568}",
21,success,0.12042851035290447,0.12462798212109917,0.05,"{""colsample_bytree"": 0.425744, ""max_depth"": 30, ""min_child_samples"": 1, ""min_samples_split"": 5, ""n_estimators"": 1463, ""random_state"": 426, ""strategy"": ""separate"", ""subsample"": 0.98582}",
22,success,0.12300322821925692,0.05297430028740666,0.05,"{""colsample_bytree"": 0.267131, ""max_depth"": 16, ""min_child_samples"": 4, ""min_samples_split"": 20, ""n_estimators"": 1290, ""random_state"": 249, ""strategy"": ""separate"", ""subsample"": 0.98939}",
23,success,0.12332749389944535,0.1002475064076576,0.07,"{""colsample_bytree"": 0.43937, ""max_depth"": 39, ""min_child_samples"": 3, ""min_samples_split"": 6, ""n_estimators"": 1890, ""random_state"": 85, ""strategy"": ""separate"", ""subsample"": 0.93195}",
24,success,0.12483976926505781,0.0481186002004807,0.07,"{""colsample_bytree"": 0.401053, ""max_depth"": 34, ""min_child_samples"": 7, ""min_samples_split"": 8, ""n_estimators"": 1880, ""random_state"": 354, ""strategy"": ""separate"", ""subsample"": 0.985783}",
25,success,0.12342777127022558,0.05132106289002342,0.05,"{""colsample_bytree"": 0.340297, ""max_depth"": 27, ""min_child_samples"": 6, ""min_samples_split"": 16, ""n_estimators"": 1438, ""random_state"": 127, ""strategy"": ""separate"", ""subsample"": 0.979923}",
26,success,0.12115985931677742,0.08099219182061897,0.03,"{""colsample_bytree"": 0.367688, ""max_depth"": 25, ""min_child_samples"": 1, ""min_samples_split"": 20, ""n_estimators"": 931, ""random_state"": 4, ""strategy"": ""separate"", ""subsample"": 0.910784}",
27,success,0.12135624968237006,0.10354507444516764,0.04,"{""colsample_bytree"": 0.264171, ""max_depth"": 22, ""min_child_samples"": 2, ""min_samples_split"": 3, ""n_estimators"": 920, ""random_state"": 122, ""strategy"": ""separate"", ""subsample"": 0.971927}",
28,success,0.12545157480225325,0.03233993602801007,0.06,"{""colsample_bytree"": 0.426477, ""max_depth"": 21, ""min_child_samples"": 9, ""min_samples_split"": 6, ""n_estimators"": 1794, ""random_state"": 296, ""strategy"": ""separate"", ""subsample"": 0.944671}",
29,success,0.12431244617982784,0.02783989465609793,0.05,"{""colsample_bytree"": 0.269386, ""max_depth"": 40, ""min_child_samples"": 8, ""min_samples_split"": 15, ""n_estimators"": 1297, ""random_state"": 221, ""strategy"": ""separate"", ""subsample"": 0.838082}",
30,success,0.1252572075737355,0.03829620895863297,0.06,"{""colsample_bytree"": 0.446833, ""max_depth"": 28, ""min_child_samples"": 8, ""min_samples_split"": 3, ""n_estimators"": 1667, ""random_state"": 51, ""strategy"": ""separate"", ""subsample"": 0.934673}",
31,success,0.12359619710431963,0.044846399614453414,0.06,"{""colsample_bytree"": 0.288042, ""max_depth"": 38, ""min_child_samples"": 6, ""min_samples_split"": 5, ""n_estimators"": 1624, ""random_state"": 230, ""strategy"": ""separate"", ""subsample"": 0.849731}",
