trial,status,validation_avg_rmse,validation_avg_r2,runtime_minutes,params,reason
1,success,0.11651873019148223,0.050461467931471014,0.07,"{""C"": 1.0, ""algorithm"": ""auto"", ""boosting_type"": ""gbdt"", ""coef0"": 0.0, ""colsample_bytree"": 1.0, ""degree"": 3, ""early_stopping_rounds"": 50, ""epsilon"": 0.1, ""gamma"": ""scale"", ""kernel"": ""rbf"", ""leaf_size"": 30, ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_samples"": 20, ""min_child_weight"": 1, ""min_samples_split"": 2, ""n_estimators"": 1000, ""n_neighbors"": 5, ""num_leaves"": 31, ""p"": 2, ""random_state"": 42, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""strategy"": ""separate"", ""subsample"": 1.0, ""weights"": ""uniform""}",
2,success,0.114194588633588,0.18644852030857972,0.05,"{""C"": 6.430325, ""epsilon"": 0.022255}",
3,success,0.11613607819097883,-0.001510714560017427,0.00,"{""C"": 2.82279, ""epsilon"": 0.119373}",
4,success,0.13155107715081316,-0.3249367591264079,0.00,"{""C"": 7.391065, ""epsilon"": 0.341583}",
5,success,0.1162974892798117,0.13157064112321995,0.00,"{""C"": 8.932578, ""epsilon"": 0.0526}",
6,success,0.11382030053968628,0.17563219866883037,0.00,"{""C"": 4.277026, ""epsilon"": 0.024601}",
7,success,0.1263385417303851,-0.28872349176308054,0.00,"{""C"": 2.264516, ""epsilon"": 0.257624}",
8,success,0.11971959897954997,-0.002421833486586311,0.00,"{""C"": 0.362706, ""epsilon"": 0.10743}",
9,success,0.12745072206661578,-0.3256532075123247,0.00,"{""C"": 6.533856, ""epsilon"": 0.277021}",
10,success,0.12778152874016374,-0.37338083010905326,0.00,"{""C"": 2.282362, ""epsilon"": 0.29874}",
11,success,0.11428422569200612,0.19667866165646805,0.00,"{""C"": 8.113362, ""epsilon"": 0.013184}",
12,success,0.1321334297864421,-0.32026967312388227,0.00,"{""C"": 8.077611, ""epsilon"": 0.352088}",
13,crash,,,,"{""C"": 3.46848, ""epsilon"": 0.086185}","trainer raised ValueError: SVR predictions contain NaN/Inf — config likely too extreme (kernel=rbf, C=3.46848, gamma=scale)"
14,success,0.1189089598445202,-0.03985754006706793,0.00,"{""C"": 9.576409, ""epsilon"": 0.174931}",
15,success,0.11548119317440231,0.11460846146050457,0.00,"{""C"": 1.018184, ""epsilon"": 0.057391}",
16,success,0.12998561840722067,-0.33508719898152545,0.00,"{""C"": 8.490194, ""epsilon"": 0.305826}",
17,success,0.132846227415682,-0.31307033534872625,0.00,"{""C"": 8.09057, ""epsilon"": 0.367569}",
18,success,0.13482158708031602,-0.2895844378772077,0.00,"{""C"": 5.408658, ""epsilon"": 0.486827}",
19,success,0.12747053401465785,-0.3542858434790032,0.00,"{""C"": 3.84749, ""epsilon"": 0.2805}",
20,success,0.13028751407420253,-0.33325311578491423,0.00,"{""C"": 8.311106, ""epsilon"": 0.313075}",
21,success,0.12962252860825582,-0.33493597847339,0.00,"{""C"": 8.630898, ""epsilon"": 0.292903}",
22,success,0.11489426642797873,0.1753973714966263,0.00,"{""C"": 7.075261, ""epsilon"": 0.032454}",
23,success,0.11687490051030665,-0.04905351786191616,0.00,"{""C"": 2.356193, ""epsilon"": 0.1518}",
24,success,0.11719842032238892,0.0004051916052269881,0.00,"{""C"": 0.889941, ""epsilon"": 0.124068}",
25,success,0.11846622652897665,-0.04066202495358375,0.00,"{""C"": 1.099914, ""epsilon"": 0.146207}",
26,success,0.1195202723392464,-0.05739399382345284,0.00,"{""C"": 6.393276, ""epsilon"": 0.188768}",
27,crash,,,,"{""C"": 3.764792, ""epsilon"": 0.112658}","trainer raised ValueError: SVR predictions contain NaN/Inf — config likely too extreme (kernel=rbf, C=3.764792, gamma=scale)"
28,success,0.1345852997451268,-0.30259425353872577,0.00,"{""C"": 2.74308, ""epsilon"": 0.468961}",
29,success,0.12950253963253297,-0.33456223867069496,0.00,"{""C"": 6.51555, ""epsilon"": 0.308474}",
30,success,0.12939695688563607,-0.3489470269968904,0.00,"{""C"": 1.794273, ""epsilon"": 0.367272}",
31,success,0.12065041281551442,-0.09729436603546994,0.00,"{""C"": 1.717685, ""epsilon"": 0.195933}",
