WriteTemp,ReadTemp,DateTime
25.0,25.0,2026-04-09 19:01:57.453631
25.7,25.0,2026-04-09 19:01:59.454051
26.3,25.0,2026-04-09 19:02:01.454425
27.0,25.0,2026-04-09 19:02:03.454681
27.7,25.0,2026-04-09 19:02:05.455168
28.3,25.0,2026-04-09 19:02:07.455713
29.0,25.0,2026-04-09 19:02:09.456180
30,25.0,2026-04-09 19:03:41.527907
30,25.0,2026-04-09 19:04:41.522131
30,25.0,2026-04-09 19:05:41.557804
30,25.0,2026-04-09 19:06:41.557254
30,25.0,2026-04-09 19:07:41.558429
