WriteTemp,ReadTemp,DateTime
25.0,25.0,2026-04-09 21:19:47.560944
25.7,25.0,2026-04-09 21:19:49.561326
26.3,25.0,2026-04-09 21:19:51.561782
27.0,25.0,2026-04-09 21:19:53.562166
27.7,25.0,2026-04-09 21:19:55.556878
28.3,25.0,2026-04-09 21:19:57.557356
29.0,25.0,2026-04-09 21:19:59.557894
30,25.0,2026-04-09 21:21:31.677599
