WriteTemp,ReadTemp,DateTime
25.0,25.0,2026-04-09 21:26:33.797329
25.7,25.0,2026-04-09 21:26:35.798152
26.3,25.0,2026-04-09 21:26:37.798537
27.0,25.0,2026-04-09 21:26:39.798805
27.7,25.0,2026-04-09 21:26:41.799346
28.3,25.0,2026-04-09 21:26:43.799896
29.0,25.0,2026-04-09 21:26:45.800397
30,25.0,2026-04-09 21:28:17.849527
30,25.0,2026-04-09 21:29:17.849925
30,25.0,2026-04-09 21:30:17.851648
30,25.0,2026-04-09 21:31:17.847442
30,25.0,2026-04-09 21:32:17.852150
30,25.0,2026-04-09 21:33:17.847858
