WriteTemp,ReadTemp,DateTime
25.0,25.0,2026-04-09 20:03:12.203663
25.7,25.0,2026-04-09 20:03:14.204394
26.3,25.0,2026-04-09 20:03:16.204859
27.0,25.0,2026-04-09 20:03:18.205439
27.7,25.0,2026-04-09 20:03:20.206117
28.3,25.0,2026-04-09 20:03:22.206737
29.0,25.0,2026-04-09 20:03:24.202873
30,25.0,2026-04-09 20:04:56.262395
30,25.0,2026-04-09 20:05:56.300981
30,25.0,2026-04-09 20:06:56.295235
30,25.0,2026-04-09 20:07:56.294213
30,25.0,2026-04-09 20:08:56.295212
30,25.0,2026-04-09 20:09:56.284335
