WriteTemp,ReadTemp,DateTime
25.0,25.0,2026-04-09 18:55:10.476292
25.7,25.0,2026-04-09 18:55:12.477230
26.3,25.0,2026-04-09 18:55:14.477639
27.0,25.0,2026-04-09 18:55:16.478222
27.7,25.0,2026-04-09 18:55:18.478815
28.3,25.0,2026-04-09 18:55:20.479504
29.0,25.0,2026-04-09 18:55:22.480113
