WriteTemp,ReadTemp,DateTime
25.0,25.0,2026-04-09 21:43:21.727850
25.7,25.0,2026-04-09 21:43:23.728349
26.3,25.0,2026-04-09 21:43:25.722858
27.0,25.0,2026-04-09 21:43:27.723219
27.7,25.0,2026-04-09 21:43:29.723614
28.3,25.0,2026-04-09 21:43:31.723946
29.0,25.0,2026-04-09 21:43:33.724525
30,25.0,2026-04-09 21:45:05.790414
30,25.0,2026-04-09 21:46:05.784178
30,25.0,2026-04-09 21:47:05.786353
30,25.0,2026-04-09 21:48:05.778613
30,25.0,2026-04-09 21:49:05.785990
30,25.0,2026-04-09 21:50:05.782652
